"id";"FIN";"firstname";"lastname";"fathername";"gender";"birthdate";"address";"cityid";"emailaddress";"phonenumber";"maritialstatus";"militarystatus";"bloodtype";"createdate";"d"
569;"P15L97M";"Arif";"Rahimov";"Mehriban";"F";"1994-12-05";"";17;"";"";"married";"completed";"B";"2022-12-02 08:28:46";0.0
570;"79R8NB1";"Emin";"Yusifova";"Elman";"M";"1997-08-25";"";17;"";"";"single";"not completed";"0";"2022-12-02 08:28:46";0.0
571;"PSOFB4D";"Vafa";"Haciyeva";"Vüsale";"M";"1998-12-02";"";27;"";"";"married";"completed";"AB";"2022-12-02 08:28:46";0.0
572;"9FZ0T2M";"Yegane";"Abdullayev";"Leyla";"M";"1994-12-04";"";25;"";"";"divorced";"completed";"A";"2022-12-02 08:28:46";0.0
573;"3LUTP3K";"Yegane";"Yusifov";"Mahammad";"M";"1994-09-23";"";59;"";"";"married";"completed";"AB";"2022-12-02 08:28:46";0.0
574;"C9CT3ML";"Vüqar";"Qurbanov";"Camile";"M";"1998-07-12";"";55;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:46";0.0
575;"TUY6QDR";"Rafiq";"Aliyeva";"Xatire";"M";"1998-05-19";"";83;"";"";"divorced";"completed";"0";"2022-12-02 08:28:46";0.0
576;"9RF6RRO";"Rahile";"Mahmudov";"Elman";"F";"1997-06-12";"";76;"";"";"single";"completed";"A";"2022-12-02 08:28:46";0.0
577;"596J5UI";"Rövşan";"Aslanova";"Rana";"M";"1998-02-12";"";87;"";"";"single";"not completed";"A";"2022-12-02 08:28:46";0.0
578;"HIMNQAI";"Raşad";"Aslanova";"Mehman";"M";"1995-12-02";"";12;"";"";"married";"completed";"AB";"2022-12-02 08:28:46";0.0
579;"Y6X2SJO";"Şahin";"Rüstamov";"Natiq";"F";"2000-03-02";"";83;"";"";"married";"not completed";"A";"2022-12-02 08:28:46";0.0
580;"FQOF1R8";"Nazim";"Samadov";"Arzu";"F";"2000-12-24";"";46;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:46";0.0
581;"9DSSVRR";"Anar";"Süleymanov";"Xanim";"F";"2001-05-02";"";70;"";"";"single";"completed";"B";"2022-12-02 08:28:46";0.0
583;"AX3GZDI";"Naile";"Isayev";"Arzu";"M";"2003-05-15";"";35;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:46";0.0
584;"9DRKW6T";"Ramiz";"Asgarova";"Eldar";"F";"2000-02-21";"";28;"";"";"single";"not completed";"A";"2022-12-02 08:28:46";0.0
585;"N2WMHKK";"Leyla";"Qurbanova";"Raşad";"F";"1999-01-28";"";37;"";"";"married";"not completed";"A";"2022-12-02 08:28:46";0.0
586;"MJS58DE";"Ilqar";"Samadov";"Tarane";"F";"2001-03-08";"";7;"";"";"single";"not completed";"AB";"2022-12-02 08:28:46";0.0
587;"1BODE62";"Mehman";"Rüstamov";"Parvane";"M";"1997-09-17";"";75;"";"";"married";"completed";"0";"2022-12-02 08:28:46";0.0
588;"FERFTKN";"Nazakat";"Rüstamova";"Ali";"M";"1996-12-06";"";77;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:46";0.0
589;"6HF10LI";"Mahir";"Babayev";"Xanim";"M";"2001-11-28";"";5;"";"";"married";"completed";"A";"2022-12-02 08:28:46";0.0
590;"DLWYMHP";"Sadaqat";"Cafarov";"Anar";"M";"1995-07-16";"";36;"";"";"single";"not completed";"0";"2022-12-02 08:28:46";0.0
591;"QXRROS3";"Kamran";"Cafarova";"Vüsale";"M";"2000-04-28";"";29;"";"";"single";"completed";"AB";"2022-12-02 08:28:46";0.0
592;"7U7TQUD";"Mahir";"Aslanova";"Fuad";"M";"1998-01-10";"";76;"";"";"single";"completed";"B";"2022-12-02 08:28:46";0.0
593;"FRVE69F";"Gülşan";"Hüseynova";"Azar";"F";"1998-07-04";"";35;"";"";"married";"not completed";"AB";"2022-12-02 08:28:46";0.0
594;"W7I4ORO";"Günay";"Ahmadova";"Fatma";"F";"1998-09-03";"";41;"";"";"married";"not completed";"B";"2022-12-02 08:28:46";0.0
595;"O2PPENS";"Şahla";"Mirzayev";"Sevda";"F";"1999-11-17";"";58;"";"";"divorced";"completed";"0";"2022-12-02 08:28:46";0.0
596;"GF56XWR";"Vüsal";"Valiyeva";"Günel";"F";"1994-12-08";"";82;"";"";"divorced";"completed";"B";"2022-12-02 08:28:46";0.0
597;"0PKS4ZD";"Sevil";"Samadova";"Tarane";"F";"1995-07-11";"";16;"";"";"single";"completed";"0";"2022-12-02 08:28:46";0.0
598;"ERHGQCD";"Irade";"Ahmadova";"Könül";"F";"1998-12-13";"";95;"";"";"married";"completed";"0";"2022-12-02 08:28:46";0.0
599;"05RJXQ7";"Malahat";"Hasanova";"Günel";"F";"1996-08-26";"";10;"";"";"married";"not completed";"AB";"2022-12-02 08:28:46";0.0
600;"VGCI53T";"Mahir";"Zeynalov";"Ceyhun";"M";"1996-01-25";"";24;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:46";0.0
601;"DRCJ2E9";"Rauf";"Ismayilov";"Naile";"M";"1994-10-23";"";30;"";"";"married";"completed";"A";"2022-12-02 08:28:46";0.0
602;"U3NH4U1";"Camile";"Mirzayeva";"Camile";"F";"1994-07-28";"";56;"";"";"single";"not completed";"A";"2022-12-02 08:28:46";0.0
603;"VPERJ4N";"Vaqif";"Ibrahimov";"Namiq";"F";"1998-03-12";"";64;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:46";0.0
604;"SCOGHOR";"Elnare";"Quliyev";"Orxan";"F";"1994-09-25";"";92;"";"";"single";"completed";"0";"2022-12-02 08:28:46";0.0
605;"6R028WW";"Elman";"Cafarova";"Mahammad";"M";"2002-01-19";"";90;"";"";"married";"completed";"A";"2022-12-02 08:28:46";0.0
606;"USBTMNT";"Cavid";"Rahimov";"Samire";"M";"2003-09-22";"";6;"";"";"single";"completed";"0";"2022-12-02 08:28:46";0.0
607;"TVHQBZF";"Ilqar";"Rahimov";"Mehriban";"F";"1996-12-07";"";51;"";"";"married";"not completed";"B";"2022-12-02 08:28:46";0.0
608;"XN2RMHS";"Vaqif";"Ahmadova";"Vüqar";"F";"1995-07-11";"";28;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:46";0.0
609;"2HPMD66";"Aynur";"Valiyeva";"Elman";"M";"1998-09-16";"";61;"";"";"divorced";"completed";"A";"2022-12-02 08:28:46";0.0
610;"HPKFFPG";"Leyla";"Mustafayev";"Aybaniz";"F";"1998-11-03";"";22;"";"";"single";"not completed";"0";"2022-12-02 08:28:46";0.0
611;"6UTSWQ6";"Rasim";"Maharramova";"Ülviyye";"M";"2001-01-19";"";72;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:46";0.0
612;"51OFJ94";"Ilhame";"Kazimova";"Şahla";"M";"2000-08-24";"";28;"";"";"single";"completed";"A";"2022-12-02 08:28:46";0.0
613;"66OJQPS";"Sevda";"Mehdiyeva";"Elçin";"F";"1999-03-02";"";1;"";"";"married";"completed";"0";"2022-12-02 08:28:46";0.0
614;"TAXPX0T";"Ceyhun";"Mirzayeva";"Ali";"M";"1999-05-27";"";65;"";"";"married";"not completed";"0";"2022-12-02 08:28:46";0.0
615;"Y4E6Z7R";"Malahat";"Ağayeva";"Matanat";"M";"1997-09-27";"";37;"";"";"single";"not completed";"B";"2022-12-02 08:28:46";0.0
617;"LHZHXEW";"Elxan";"Rüstamova";"Nurane";"F";"1999-11-07";"";92;"";"";"divorced";"completed";"A";"2022-12-02 08:28:46";0.0
618;"ZRZGX75";"Aynure";"Asgarova";"Nazim";"F";"2003-12-01";"";34;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:46";0.0
619;"DSW4ULK";"Esmira";"Ibrahimova";"Nigar";"M";"2001-12-06";"";91;"";"";"married";"not completed";"AB";"2022-12-02 08:28:46";0.0
620;"A4704GV";"Gülnar";"Babayev";"Yegane";"M";"2000-08-11";"";29;"";"";"married";"not completed";"A";"2022-12-02 08:28:46";0.0
621;"W7RRIPG";"Ceyhun";"Kazimova";"Ruslan";"F";"1996-11-04";"";18;"";"";"single";"not completed";"0";"2022-12-02 08:28:46";0.0
622;"2SZUOUE";"Fatma";"Yusifova";"Fatma";"M";"2001-04-15";"";67;"";"";"married";"not completed";"B";"2022-12-02 08:28:46";0.0
623;"5BQGOMD";"Ali";"Mahmudov";"Ilhame";"F";"1996-11-09";"";61;"";"";"divorced";"completed";"A";"2022-12-02 08:28:46";0.0
624;"FJN5CC0";"Gülnare";"Samadova";"Zaur";"F";"1995-02-10";"";9;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:46";0.0
625;"9HQ87CE";"Nazakat";"Qurbanova";"Vüsal";"M";"1995-11-12";"";44;"";"";"single";"completed";"AB";"2022-12-02 08:28:46";0.0
626;"3LQFNS5";"Sevil";"Bağirov";"Vüsale";"M";"1998-08-15";"";41;"";"";"single";"not completed";"A";"2022-12-02 08:28:46";0.0
627;"4VOBUB2";"Lale";"Ağayev";"Elçin";"M";"2002-02-18";"";66;"";"";"single";"completed";"A";"2022-12-02 08:28:46";0.0
628;"8MPW6S6";"Aybaniz";"Rüstamov";"Arzu";"M";"1995-02-21";"";95;"";"";"married";"not completed";"0";"2022-12-02 08:28:47";0.0
629;"HBSCEBY";"Ülviyye";"Rzayeva";"Aygün";"M";"1995-12-23";"";45;"";"";"divorced";"completed";"B";"2022-12-02 08:28:47";0.0
630;"4RU4B26";"Rövşan";"Musayeva";"Kamale";"F";"1997-11-01";"";29;"";"";"married";"not completed";"A";"2022-12-02 08:28:47";0.0
631;"B6U8Y6K";"Aytan";"Sadiqov";"Irade";"F";"2003-07-07";"";83;"";"";"divorced";"completed";"B";"2022-12-02 08:28:47";0.0
632;"DSC3M5D";"Tarane";"Rzayev";"Nazile";"F";"1998-10-11";"";49;"";"";"married";"completed";"0";"2022-12-02 08:28:47";0.0
633;"11FSCQZ";"Vaqif";"Asgarov";"Günel";"M";"2001-05-23";"";4;"";"";"married";"completed";"0";"2022-12-02 08:28:47";0.0
634;"GJV1OIH";"Lale";"Hüseynova";"Fuad";"M";"2001-12-24";"";48;"";"";"divorced";"completed";"B";"2022-12-02 08:28:47";0.0
635;"EZMPPRX";"Ilqar";"Quliyeva";"Fatma";"F";"1995-06-17";"";11;"";"";"single";"not completed";"B";"2022-12-02 08:28:47";0.0
636;"0ELDXHN";"Fatma";"Abbasov";"Leyla";"F";"2001-11-11";"";42;"";"";"divorced";"completed";"A";"2022-12-02 08:28:47";0.0
637;"2E11IPY";"Faride";"Novruzov";"Parvane";"F";"1998-03-05";"";39;"";"";"divorced";"completed";"B";"2022-12-02 08:28:47";0.0
638;"N2WDIRX";"Kamale";"Mahmudov";"Rahile";"M";"2002-04-22";"";2;"";"";"single";"not completed";"0";"2022-12-02 08:28:47";0.0
639;"P7SSSBJ";"Ali";"Musayeva";"Könül";"M";"1996-07-03";"";37;"";"";"single";"not completed";"AB";"2022-12-02 08:28:47";0.0
640;"KF87HHA";"Elnare";"Zeynalov";"Ali";"M";"1999-02-05";"";81;"";"";"married";"completed";"0";"2022-12-02 08:28:47";0.0
641;"K1ZNAPH";"Elçin";"Süleymanov";"Eldar";"F";"2001-01-15";"";23;"";"";"single";"not completed";"A";"2022-12-02 08:28:47";0.0
642;"FDYVLXN";"Xatire";"Muradova";"Vaqif";"M";"1995-01-01";"";14;"";"";"divorced";"completed";"0";"2022-12-02 08:28:47";0.0
643;"7MJAIHX";"Sevinc";"Babayev";"Gülşan";"M";"2001-11-20";"";83;"";"";"married";"completed";"0";"2022-12-02 08:28:47";0.0
644;"9PC2GHU";"Nazile";"Qasimova";"Elnare";"M";"2000-09-07";"";25;"";"";"married";"not completed";"B";"2022-12-02 08:28:47";0.0
645;"ZU25RIV";"Ilqar";"Ağayev";"Namiq";"F";"1994-01-21";"";67;"";"";"married";"not completed";"AB";"2022-12-02 08:28:47";0.0
646;"6L5RQ6R";"Namiq";"Qasimov";"Nazim";"M";"1995-05-28";"";8;"";"";"single";"not completed";"AB";"2022-12-02 08:28:47";0.0
647;"C30RMYL";"Vaqif";"Haciyev";"Vüsale";"M";"2001-06-15";"";29;"";"";"married";"completed";"AB";"2022-12-02 08:28:47";0.0
648;"XRDP09V";"Günay";"Abdullayev";"Elman";"M";"1997-05-19";"";11;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:47";0.0
649;"NSSI21Z";"Kamran";"Valiyeva";"Gülşan";"M";"1994-11-14";"";75;"";"";"divorced";"completed";"A";"2022-12-02 08:28:47";0.0
650;"9KCOG5J";"Aygün";"Musayev";"Ruslan";"F";"2000-07-07";"";26;"";"";"single";"not completed";"AB";"2022-12-02 08:28:47";0.0
651;"YL0QFDP";"Elnare";"Süleymanova";"Orxan";"M";"2003-08-05";"";36;"";"";"divorced";"completed";"B";"2022-12-02 08:28:47";0.0
652;"Z6BHJ3C";"Xayale";"Qurbanov";"Elxan";"F";"1996-08-23";"";61;"";"";"single";"not completed";"0";"2022-12-02 08:28:47";0.0
653;"2PIC8E3";"Yegane";"Safarova";"Sevil";"M";"2000-10-12";"";72;"";"";"single";"not completed";"B";"2022-12-02 08:28:47";0.0
654;"135DH88";"Elnur";"Haciyev";"Mehriban";"M";"2002-11-22";"";83;"";"";"married";"not completed";"A";"2022-12-02 08:28:47";0.0
655;"TUNQUKN";"Mehriban";"Mammadov";"Leyla";"M";"1995-11-15";"";4;"";"";"married";"completed";"AB";"2022-12-02 08:28:47";0.0
656;"1P96KRM";"Aygün";"Allahverdiyeva";"Ali";"F";"1996-07-17";"";5;"";"";"divorced";"completed";"0";"2022-12-02 08:28:47";0.0
657;"FIO1UTC";"Raşad";"Karimov";"Sadaqat";"M";"2001-05-04";"";89;"";"";"single";"completed";"0";"2022-12-02 08:28:47";0.0
658;"WT7X9JD";"Elnare";"Isayev";"Mahir";"M";"1994-11-01";"";52;"";"";"married";"completed";"AB";"2022-12-02 08:28:47";0.0
659;"41TQOL2";"Aysel";"Maharramova";"Ruslan";"M";"1996-10-28";"";51;"";"";"single";"not completed";"AB";"2022-12-02 08:28:47";0.0
661;"51Z2NAS";"Vüqar";"Ahmadova";"Nurane";"F";"2000-03-12";"";8;"";"";"divorced";"completed";"B";"2022-12-02 08:28:47";0.0
662;"YNN1UZR";"Tarane";"Mirzayeva";"Ilqar";"F";"1996-08-23";"";18;"";"";"married";"completed";"B";"2022-12-02 08:28:47";0.0
663;"3CDJQGY";"Mahammad";"Haciyeva";"Fatma";"M";"1995-02-14";"";2;"";"";"single";"not completed";"AB";"2022-12-02 08:28:47";0.0
664;"2SDQGIU";"Sabine";"Abbasov";"Elnare";"F";"1995-07-09";"";75;"";"";"divorced";"completed";"B";"2022-12-02 08:28:47";0.0
665;"TBA310P";"Ilham";"Zeynalova";"Ilham";"M";"1994-11-06";"";74;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:47";0.0
666;"T1CBRI0";"Vüsale";"Süleymanov";"Leyla";"M";"1997-02-21";"";3;"";"";"married";"completed";"A";"2022-12-02 08:28:47";0.0
667;"V8N0YP4";"Günay";"Rahimova";"Xanim";"M";"1999-01-22";"";70;"";"";"married";"completed";"B";"2022-12-02 08:28:47";0.0
668;"UVV5PEQ";"Ramiz";"Süleymanova";"Camile";"F";"2000-07-14";"";31;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:47";0.0
669;"CUDVMQW";"Rauf";"Haciyev";"Ilham";"F";"2002-04-26";"";17;"";"";"single";"not completed";"0";"2022-12-02 08:28:47";0.0
670;"7O9WM84";"Sadaqat";"Mehdiyeva";"Ramil";"F";"2002-01-05";"";66;"";"";"married";"completed";"B";"2022-12-02 08:28:47";0.0
671;"HU0EUE3";"Nargiz";"Valiyev";"Sabine";"M";"1994-09-19";"";32;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:47";0.0
672;"R5YRTJV";"Elşad";"Musayeva";"Nazim";"M";"2001-12-27";"";50;"";"";"divorced";"completed";"A";"2022-12-02 08:28:47";0.0
673;"J92DGNJ";"Camile";"Mirzayeva";"Ismayil";"F";"1996-03-01";"";39;"";"";"divorced";"completed";"A";"2022-12-02 08:28:47";0.0
674;"P8NWRF2";"Mahir";"Mamedov";"Emin";"M";"1994-03-06";"";32;"";"";"divorced";"completed";"0";"2022-12-02 08:28:47";0.0
676;"JZN9GCI";"Faride";"Qurbanova";"Ilqar";"M";"2002-06-13";"";14;"";"";"married";"completed";"0";"2022-12-02 08:28:47";0.0
677;"6KCUTMU";"Azar";"Mammadova";"Sevda";"M";"1998-11-23";"";1;"";"";"married";"completed";"A";"2022-12-02 08:28:47";0.0
678;"KC6FLLE";"Tural";"Abbasov";"Fatma";"M";"1996-08-14";"";95;"";"";"married";"not completed";"0";"2022-12-02 08:28:47";0.0
679;"CZBRKKQ";"Xatire";"Abbasova";"Şahla";"F";"1998-04-27";"";86;"";"";"divorced";"completed";"0";"2022-12-02 08:28:47";0.0
680;"TNU9Z8C";"Rövşan";"Quliyeva";"Elnare";"M";"1998-08-07";"";84;"";"";"single";"completed";"B";"2022-12-02 08:28:47";0.0
681;"CGA3DMB";"Nigar";"Mammadov";"Xalide";"F";"1997-05-02";"";23;"";"";"married";"completed";"0";"2022-12-02 08:28:47";0.0
682;"3RXN2MO";"Rafiq";"Cafarova";"Sadaqat";"M";"2000-03-08";"";41;"";"";"married";"completed";"B";"2022-12-02 08:28:47";0.0
683;"NJYLV7Y";"Vaqif";"Hasanova";"Aybaniz";"M";"1999-11-14";"";88;"";"";"single";"completed";"0";"2022-12-02 08:28:47";0.0
684;"PHFTQP3";"Nazim";"Qarayev";"Ceyhun";"M";"2001-09-19";"";23;"";"";"single";"not completed";"A";"2022-12-02 08:28:48";0.0
685;"5LLOQW8";"Elşan";"Alakbarov";"Ismayil";"F";"1995-02-21";"";45;"";"";"married";"completed";"AB";"2022-12-02 08:28:48";0.0
686;"AX9NT6H";"Leyla";"Kazimov";"Aynure";"F";"1996-06-05";"";90;"";"";"divorced";"completed";"0";"2022-12-02 08:28:48";0.0
687;"NTFH3JR";"Rana";"Valiyeva";"Mahammad";"F";"2002-10-15";"";99;"";"";"single";"not completed";"0";"2022-12-02 08:28:48";0.0
688;"JBE4W1P";"Kamran";"Kazimova";"Aytan";"F";"1998-11-12";"";26;"";"";"married";"not completed";"A";"2022-12-02 08:28:48";0.0
689;"YTKB56S";"Yusif";"Mustafayev";"Naile";"F";"2000-04-20";"";9;"";"";"married";"not completed";"0";"2022-12-02 08:28:48";0.0
690;"GM5NE0H";"Raşad";"Kazimova";"Irade";"F";"1997-07-04";"";86;"";"";"divorced";"completed";"0";"2022-12-02 08:28:48";0.0
691;"2BKPW72";"Tarane";"Muradova";"Ramiz";"M";"2002-08-04";"";89;"";"";"married";"not completed";"B";"2022-12-02 08:28:48";0.0
692;"WKKCBXA";"Tarane";"Asgarov";"Elçin";"F";"1995-09-22";"";19;"";"";"single";"completed";"0";"2022-12-02 08:28:48";0.0
693;"C1W10BJ";"Mehman";"Karimov";"Elnare";"F";"2002-07-25";"";48;"";"";"single";"completed";"B";"2022-12-02 08:28:48";0.0
694;"9LSS2PY";"Elnur";"Hasanova";"Ilhame";"F";"1996-12-17";"";62;"";"";"single";"not completed";"0";"2022-12-02 08:28:48";0.0
695;"YBRRMV7";"Vüsale";"Muradova";"Ceyhun";"M";"1996-12-10";"";6;"";"";"married";"not completed";"0";"2022-12-02 08:28:48";0.0
696;"K071SK6";"Irade";"Haciyeva";"Solmaz";"M";"1994-06-11";"";18;"";"";"married";"completed";"AB";"2022-12-02 08:28:48";0.0
697;"TZXQKDP";"Tural";"Süleymanova";"Aytan";"M";"1999-09-17";"";85;"";"";"single";"completed";"A";"2022-12-02 08:28:48";0.0
698;"B0AEE2V";"Xatire";"Orucova";"Sevinc";"M";"1997-06-12";"";70;"";"";"married";"not completed";"0";"2022-12-02 08:28:48";0.0
699;"5PRWJ8T";"Rahile";"Rüstamov";"Cavid";"F";"1996-12-03";"";72;"";"";"single";"not completed";"A";"2022-12-02 08:28:48";0.0
700;"T1FI9R3";"Emin";"Ibrahimova";"Aynure";"M";"2003-02-28";"";52;"";"";"married";"not completed";"A";"2022-12-02 08:28:48";0.0
701;"XO95SI2";"Kamale";"Mehdiyeva";"Ali";"F";"1999-06-01";"";58;"";"";"married";"not completed";"A";"2022-12-02 08:28:48";0.0
702;"YTYY2FF";"Mahammad";"Muradova";"Rana";"M";"1995-02-05";"";19;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:48";0.0
703;"LWS2D6G";"Kamale";"Qurbanova";"Şahla";"F";"2003-03-22";"";72;"";"";"married";"not completed";"AB";"2022-12-02 08:28:48";0.0
705;"6D38B0M";"Xalide";"Babayeva";"Elman";"M";"2002-12-21";"";62;"";"";"single";"completed";"B";"2022-12-02 08:28:48";0.0
706;"33SCR8X";"Cavid";"Quliyeva";"Ilhame";"F";"1995-12-15";"";43;"";"";"married";"not completed";"0";"2022-12-02 08:28:48";0.0
707;"AJWBZZS";"Sabine";"Cafarov";"Elmira";"F";"1994-08-06";"";43;"";"";"married";"not completed";"A";"2022-12-02 08:28:48";0.0
708;"VF053G6";"Natiq";"Quliyeva";"Könül";"F";"2002-02-04";"";30;"";"";"married";"completed";"A";"2022-12-02 08:28:48";0.0
709;"7XCFV20";"Irade";"Xalilov";"Parvane";"M";"2000-01-08";"";49;"";"";"divorced";"completed";"B";"2022-12-02 08:28:48";0.0
710;"PY8I2HF";"Aysel";"Abbasova";"Gülnare";"M";"1997-12-15";"";81;"";"";"single";"completed";"B";"2022-12-02 08:28:48";0.0
711;"YWNNRRQ";"Elman";"Aslanov";"Nargiz";"F";"1998-10-13";"";31;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:48";0.0
712;"MUZ3F5Q";"Fuad";"Azizova";"Ülviyye";"F";"1997-03-15";"";25;"";"";"married";"not completed";"A";"2022-12-02 08:28:48";0.0
713;"4SWV03J";"Kamran";"Samadova";"Gülnare";"M";"2003-03-08";"";92;"";"";"married";"not completed";"AB";"2022-12-02 08:28:48";0.0
714;"9UON22S";"Günay";"Muradova";"Matanat";"F";"2003-11-15";"";38;"";"";"single";"completed";"AB";"2022-12-02 08:28:48";0.0
715;"0NDA4SA";"Şahin";"Haciyeva";"Ilhame";"M";"2001-03-23";"";34;"";"";"single";"completed";"0";"2022-12-02 08:28:48";0.0
716;"AW3BU4Z";"Xalide";"Mahmudov";"Fatma";"M";"1997-06-17";"";18;"";"";"single";"not completed";"AB";"2022-12-02 08:28:48";0.0
717;"HPB26FE";"Cavid";"Sadiqov";"Tarane";"F";"1995-08-25";"";20;"";"";"single";"not completed";"AB";"2022-12-02 08:28:48";0.0
719;"H6YGNMU";"Ramiz";"Tağiyeva";"Günel";"F";"2000-10-16";"";82;"";"";"divorced";"completed";"0";"2022-12-02 08:28:48";0.0
720;"AD2YCLP";"Cavid";"Isayev";"Xanim";"M";"1994-12-20";"";92;"";"";"single";"not completed";"0";"2022-12-02 08:28:48";0.0
721;"A4FALOD";"Elman";"Mirzayev";"Irade";"F";"1999-10-01";"";15;"";"";"married";"not completed";"AB";"2022-12-02 08:28:48";0.0
722;"6G93AYQ";"Faride";"Alakbarova";"Zeynab";"M";"2002-08-12";"";27;"";"";"single";"completed";"AB";"2022-12-02 08:28:48";0.0
723;"SE3J7XP";"Vafa";"Alakbarova";"Zeynab";"M";"2000-09-26";"";88;"";"";"married";"completed";"A";"2022-12-02 08:28:48";0.0
724;"KBYG2W8";"Fatma";"Quliyeva";"Tural";"M";"1997-10-10";"";86;"";"";"single";"not completed";"A";"2022-12-02 08:28:48";0.0
725;"UI6T53S";"Malahat";"Quliyev";"Raşad";"M";"2000-04-06";"";74;"";"";"single";"not completed";"A";"2022-12-02 08:28:48";0.0
726;"LMB9ZNI";"Lale";"Valiyeva";"Nigar";"F";"1997-08-08";"";41;"";"";"single";"not completed";"0";"2022-12-02 08:28:48";0.0
727;"NX9N8R2";"Gülnar";"Bağirov";"Elnare";"F";"1997-03-07";"";33;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:48";0.0
728;"53OFNG8";"Ruslan";"Hasanov";"Gülnar";"F";"1994-04-25";"";7;"";"";"divorced";"completed";"0";"2022-12-02 08:28:48";0.0
729;"PVROBOT";"Rauf";"Orucov";"Elvin";"F";"1995-06-06";"";79;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:48";0.0
730;"T77KVZ2";"Yegane";"Aliyeva";"Naile";"M";"1997-04-23";"";67;"";"";"single";"not completed";"B";"2022-12-02 08:28:48";0.0
731;"V7FP6XJ";"Lale";"Hasanov";"Aytan";"F";"2000-02-16";"";53;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:48";0.0
732;"CZ9R2HY";"Ramin";"Qurbanov";"Sevinc";"F";"1999-11-19";"";41;"";"";"married";"not completed";"AB";"2022-12-02 08:28:48";0.0
733;"SUVZZLB";"Sevinc";"Safarova";"Solmaz";"M";"1999-08-08";"";55;"";"";"single";"completed";"A";"2022-12-02 08:28:48";0.0
734;"JJOEZKC";"Orxan";"Hüseynova";"Orxan";"M";"1996-08-16";"";18;"";"";"single";"completed";"B";"2022-12-02 08:28:48";0.0
735;"HDEACXT";"Aysel";"Mirzayev";"Nargiz";"M";"2001-10-28";"";56;"";"";"single";"not completed";"AB";"2022-12-02 08:28:48";0.0
736;"BNT8HVQ";"Şahla";"Hüseynova";"Elçin";"F";"1999-05-23";"";56;"";"";"married";"not completed";"AB";"2022-12-02 08:28:48";0.0
737;"OMABR0E";"Rasim";"Abbasova";"Parvane";"F";"1998-09-07";"";39;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:48";0.0
738;"QCIJD0H";"Tarane";"Azizova";"Rauf";"F";"1994-04-08";"";65;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:48";0.0
739;"PX7OSCN";"Leyla";"Ibrahimov";"Orxan";"F";"1997-09-25";"";17;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:48";0.0
740;"3NLK0HM";"Samir";"Quliyeva";"Xalide";"F";"2002-07-10";"";27;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:48";0.0
741;"943SZ9B";"Xalide";"Rzayev";"Mahir";"F";"1999-05-06";"";33;"";"";"single";"completed";"B";"2022-12-02 08:28:48";0.0
742;"B19L31Y";"Faride";"Alakbarova";"Kamale";"M";"1995-06-27";"";87;"";"";"divorced";"completed";"A";"2022-12-02 08:28:48";0.0
743;"L6SDAF7";"Ramin";"Valiyev";"Rahile";"F";"1994-05-28";"";27;"";"";"single";"completed";"0";"2022-12-02 08:28:48";0.0
744;"8BYUAML";"Elçin";"Safarov";"Faride";"M";"2000-04-14";"";66;"";"";"married";"completed";"A";"2022-12-02 08:28:48";0.0
745;"1TM2NWM";"Lale";"Novruzov";"Şahin";"M";"2001-10-20";"";21;"";"";"married";"not completed";"A";"2022-12-02 08:28:49";0.0
747;"OFB0S23";"Cavid";"Mammadova";"Vüsal";"M";"1998-05-04";"";40;"";"";"divorced";"completed";"A";"2022-12-02 08:28:49";0.0
748;"CYDNL4V";"Rana";"Zeynalov";"Rafiq";"F";"2001-03-07";"";88;"";"";"single";"completed";"0";"2022-12-02 08:28:49";0.0
749;"9FBONBJ";"Ali";"Muradov";"Kamran";"M";"2000-12-16";"";68;"";"";"single";"completed";"0";"2022-12-02 08:28:49";0.0
750;"QOLMW3J";"Elman";"Qurbanov";"Samire";"M";"1997-02-23";"";90;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:49";0.0
751;"IL5JX7X";"Cavid";"Yusifova";"Rafiq";"M";"1996-06-22";"";95;"";"";"single";"not completed";"A";"2022-12-02 08:28:49";0.0
